video_stem,n_frames,duplications_needed,case
d6313,6,3,3_duplications
d6317,9,0,0_duplications (super-image complète)
d6319,7,2,2_duplications
d6322,7,2,2_duplications
d6323,8,1,1_duplication
d6324,9,0,0_duplications (super-image complète)
d6325,4,5,5_duplications
d6326,8,1,1_duplication
d6328,9,0,0_duplications (super-image complète)
d6332,9,0,0_duplications (super-image complète)
d6334,7,2,2_duplications
d6336,8,1,1_duplication
d6337,9,0,0_duplications (super-image complète)
d6338,9,0,0_duplications (super-image complète)
d6340,8,1,1_duplication
d6343,9,0,0_duplications (super-image complète)
d6345,9,0,0_duplications (super-image complète)
d6348,8,1,1_duplication
d6353,9,0,0_duplications (super-image complète)
d6359,8,1,1_duplication
d6360,9,0,0_duplications (super-image complète)
d6361,8,1,1_duplication
d6369,8,1,1_duplication
d6374,3,6,6_duplications
d6376,7,2,2_duplications
d6382,7,2,2_duplications
d6385,8,1,1_duplication
d6388,9,0,0_duplications (super-image complète)
d6389,8,1,1_duplication
d6390,9,0,0_duplications (super-image complète)
d6396,9,0,0_duplications (super-image complète)
d6401,8,1,1_duplication
d6402,5,4,4_duplications
d6405,5,4,4_duplications
d6406,8,1,1_duplication
d6407,5,4,4_duplications
d6410,9,0,0_duplications (super-image complète)
d6412,6,3,3_duplications
d6413,6,3,3_duplications
d6416,7,2,2_duplications
d6418,8,1,1_duplication
d6424,5,4,4_duplications
d6425,8,1,1_duplication
d6428,8,1,1_duplication
d6429,8,1,1_duplication
d6431,4,5,5_duplications
d6434,8,1,1_duplication
d6437,9,0,0_duplications (super-image complète)
d6440,9,0,0_duplications (super-image complète)
d6441,8,1,1_duplication
d6442,7,2,2_duplications
d6443,6,3,3_duplications
d6444,4,5,5_duplications
d6446,6,3,3_duplications
d6448,2,7,7_duplications
d6454,4,5,5_duplications
d6457,6,3,3_duplications
d6460,9,0,0_duplications (super-image complète)
d6467,7,2,2_duplications
d6469,8,1,1_duplication
d6472,9,0,0_duplications (super-image complète)
d6473,2,7,7_duplications
d6476,6,3,3_duplications
d6477,5,4,4_duplications
d6479,3,6,6_duplications
d6482,7,2,2_duplications
d6483,9,0,0_duplications (super-image complète)
d6484,8,1,1_duplication
d6485,5,4,4_duplications
d6486,5,4,4_duplications
d6491,9,0,0_duplications (super-image complète)
d6492,9,0,0_duplications (super-image complète)
d6494,8,1,1_duplication
d6498,8,1,1_duplication
d6500,8,1,1_duplication
d6504,7,2,2_duplications
d6507,9,0,0_duplications (super-image complète)
d6509,9,0,0_duplications (super-image complète)
d6512,7,2,2_duplications
d6514,8,1,1_duplication
d6519,6,3,3_duplications
d6520,8,1,1_duplication
d6522,9,0,0_duplications (super-image complète)
d6524,9,0,0_duplications (super-image complète)
d6527,8,1,1_duplication
d6528,7,2,2_duplications
d6535,8,1,1_duplication
d6537,9,0,0_duplications (super-image complète)
d6539,8,1,1_duplication
d6547,7,2,2_duplications
d6549,6,3,3_duplications
d6554,9,0,0_duplications (super-image complète)
d6561,9,0,0_duplications (super-image complète)
d6562,5,4,4_duplications
d6566,8,1,1_duplication
d6567,8,1,1_duplication
d6570,9,0,0_duplications (super-image complète)
d6572,9,0,0_duplications (super-image complète)
d6596,9,0,0_duplications (super-image complète)
d6603,8,1,1_duplication
d6604,5,4,4_duplications
d6605,8,1,1_duplication
d6607,9,0,0_duplications (super-image complète)
d6608,8,1,1_duplication
d6609,9,0,0_duplications (super-image complète)
d6610,7,2,2_duplications
d6615,9,0,0_duplications (super-image complète)
d6617,7,2,2_duplications
d6618,7,2,2_duplications
d6620,9,0,0_duplications (super-image complète)
d6621,8,1,1_duplication
d6624,9,0,0_duplications (super-image complète)
d6628,9,0,0_duplications (super-image complète)
d6629,9,0,0_duplications (super-image complète)
d6630,8,1,1_duplication
d6631,6,3,3_duplications
d6633,8,1,1_duplication
d6634,8,1,1_duplication
d6636,8,1,1_duplication
d6638,6,3,3_duplications
d6639,6,3,3_duplications
d6640,7,2,2_duplications
d6641,5,4,4_duplications
d6643,9,0,0_duplications (super-image complète)
d6644,9,0,0_duplications (super-image complète)
d6645,9,0,0_duplications (super-image complète)
d6647,7,2,2_duplications
d6650,4,5,5_duplications
d6652,8,1,1_duplication
d6654,7,2,2_duplications
d6655,9,0,0_duplications (super-image complète)
d6656,8,1,1_duplication
d6657,8,1,1_duplication
d6658,9,0,0_duplications (super-image complète)
d6660,7,2,2_duplications
d6663,4,5,5_duplications
d6664,5,4,4_duplications
d6665,9,0,0_duplications (super-image complète)
d6666,7,2,2_duplications
d6668,9,0,0_duplications (super-image complète)
d6669,7,2,2_duplications
d6670,9,0,0_duplications (super-image complète)
d6672,8,1,1_duplication
d6674,9,0,0_duplications (super-image complète)
d6675,7,2,2_duplications
d6676,9,0,0_duplications (super-image complète)
d6679,8,1,1_duplication
d6680,8,1,1_duplication
d6681,4,5,5_duplications
d6682,6,3,3_duplications
d6683,7,2,2_duplications
d6684,9,0,0_duplications (super-image complète)
d6685,9,0,0_duplications (super-image complète)
d6686,8,1,1_duplication
d6690,8,1,1_duplication
d6691,8,1,1_duplication
d6693,7,2,2_duplications
d6699,9,0,0_duplications (super-image complète)
d6703,6,3,3_duplications
d6704,9,0,0_duplications (super-image complète)
d6705,8,1,1_duplication
d6707,7,2,2_duplications
d6709,8,1,1_duplication
d6713,9,0,0_duplications (super-image complète)
d6715,5,4,4_duplications
d6716,9,0,0_duplications (super-image complète)
d6719,9,0,0_duplications (super-image complète)
d6721,9,0,0_duplications (super-image complète)
d6724,5,4,4_duplications
d6726,5,4,4_duplications
d6728,9,0,0_duplications (super-image complète)
d6731,6,3,3_duplications
d6738,8,1,1_duplication
d6743,9,0,0_duplications (super-image complète)
d6745,8,1,1_duplication
d6746,9,0,0_duplications (super-image complète)
d6748,3,6,6_duplications
d6751,9,0,0_duplications (super-image complète)
d6753,9,0,0_duplications (super-image complète)
d6754,6,3,3_duplications
d6755,7,2,2_duplications
d6757,8,1,1_duplication
d6758,8,1,1_duplication
d6760,9,0,0_duplications (super-image complète)
d6763,9,0,0_duplications (super-image complète)
d6765,9,0,0_duplications (super-image complète)
d6766,8,1,1_duplication
d6767,9,0,0_duplications (super-image complète)
d6769,6,3,3_duplications
d6770,7,2,2_duplications
d6771,5,4,4_duplications
d6775,8,1,1_duplication
d6780,8,1,1_duplication
d6782,2,7,7_duplications
d6784,8,1,1_duplication
d6785,7,2,2_duplications
d6786,6,3,3_duplications
d6790,7,2,2_duplications
d6793,7,2,2_duplications
d6795,9,0,0_duplications (super-image complète)
d6797,8,1,1_duplication
d7021,8,1,1_duplication
d7022,7,2,2_duplications
d7030,5,4,4_duplications
d7031,4,5,5_duplications
d7034,5,4,4_duplications
d7036,4,5,5_duplications
d7040,3,6,6_duplications
d7044,7,2,2_duplications
d7048,4,5,5_duplications
d7053,1,8,8_duplications (9x la même photo)
d7055,4,5,5_duplications
d7067,7,2,2_duplications
d7068,8,1,1_duplication
d7077,6,3,3_duplications
d7083,6,3,3_duplications
d7098,5,4,4_duplications
d7103,7,2,2_duplications
d7104,9,0,0_duplications (super-image complète)
d7107,9,0,0_duplications (super-image complète)
d7109,9,0,0_duplications (super-image complète)
d7110,6,3,3_duplications
d7111,8,1,1_duplication
d7112,8,1,1_duplication
d7115,9,0,0_duplications (super-image complète)
d7116,6,3,3_duplications
d7117,6,3,3_duplications
d7118,7,2,2_duplications
d7119,8,1,1_duplication
d7120,8,1,1_duplication
d7122,8,1,1_duplication
d7125,9,0,0_duplications (super-image complète)
d7129,8,1,1_duplication
d7132,9,0,0_duplications (super-image complète)
d7137,9,0,0_duplications (super-image complète)
d7139,6,3,3_duplications
d7150,9,0,0_duplications (super-image complète)
d7151,9,0,0_duplications (super-image complète)
d7158,9,0,0_duplications (super-image complète)
d7172,9,0,0_duplications (super-image complète)
d7173,7,2,2_duplications
d7179,4,5,5_duplications
d7185,7,2,2_duplications
d7187,9,0,0_duplications (super-image complète)
d7190,8,1,1_duplication
d7194,7,2,2_duplications
d7195,8,1,1_duplication
d7199,9,0,0_duplications (super-image complète)
d7203,7,2,2_duplications
d7207,6,3,3_duplications
d7208,7,2,2_duplications
d7211,8,1,1_duplication
d7218,8,1,1_duplication
d7225,9,0,0_duplications (super-image complète)
d7227,9,0,0_duplications (super-image complète)
d7228,6,3,3_duplications
d7232,2,7,7_duplications
d7233,1,8,8_duplications (9x la même photo)
d7235,2,7,7_duplications
d7236,5,4,4_duplications
d7237,4,5,5_duplications
d7243,8,1,1_duplication
d7246,7,2,2_duplications
d7270,9,0,0_duplications (super-image complète)
d7275,3,6,6_duplications
d7277,4,5,5_duplications
d7281,4,5,5_duplications
d7283,6,3,3_duplications
d7286,7,2,2_duplications
d7289,5,4,4_duplications
d7292,7,2,2_duplications
d7293,9,0,0_duplications (super-image complète)
d7296,9,0,0_duplications (super-image complète)
d7298,8,1,1_duplication
d7302,5,4,4_duplications
d7306,5,4,4_duplications
d7307,9,0,0_duplications (super-image complète)
d7309,8,1,1_duplication
d7314,8,1,1_duplication
d7319,8,1,1_duplication
d7320,8,1,1_duplication
d7322,9,0,0_duplications (super-image complète)
d7328,9,0,0_duplications (super-image complète)
d7329,9,0,0_duplications (super-image complète)
d7340,3,6,6_duplications
d7348,9,0,0_duplications (super-image complète)
d7350,9,0,0_duplications (super-image complète)
d7351,7,2,2_duplications
d7352,6,3,3_duplications
d7360,8,1,1_duplication
d7366,7,2,2_duplications
d7368,9,0,0_duplications (super-image complète)
d7369,6,3,3_duplications
d7370,9,0,0_duplications (super-image complète)
d7371,5,4,4_duplications
d7372,9,0,0_duplications (super-image complète)
d7373,9,0,0_duplications (super-image complète)
d7376,8,1,1_duplication
d7378,8,1,1_duplication
d7379,6,3,3_duplications
d7384,7,2,2_duplications
d7393,8,1,1_duplication
d7397,8,1,1_duplication
d7406,8,1,1_duplication
d7407,7,2,2_duplications
d7410,8,1,1_duplication
d7413,8,1,1_duplication
d7414,8,1,1_duplication
d7417,3,6,6_duplications
d7418,9,0,0_duplications (super-image complète)
d7427,9,0,0_duplications (super-image complète)
d7435,9,0,0_duplications (super-image complète)
d7437,5,4,4_duplications
d7439,7,2,2_duplications
d7440,6,3,3_duplications
d7441,8,1,1_duplication
d7442,9,0,0_duplications (super-image complète)
d7443,9,0,0_duplications (super-image complète)
d7446,9,0,0_duplications (super-image complète)
d7452,9,0,0_duplications (super-image complète)
d7454,9,0,0_duplications (super-image complète)
d7455,8,1,1_duplication
d7460,9,0,0_duplications (super-image complète)
d7461,9,0,0_duplications (super-image complète)
d7501,9,0,0_duplications (super-image complète)
d7517,8,1,1_duplication
d7528,5,4,4_duplications
d7535,5,4,4_duplications
d7537,4,5,5_duplications
d7538,4,5,5_duplications
d7546,6,3,3_duplications
d7562,7,2,2_duplications
d7566,4,5,5_duplications
d7568,9,0,0_duplications (super-image complète)
d7572,6,3,3_duplications
d7581,7,2,2_duplications
d7582,5,4,4_duplications
d7583,3,6,6_duplications
d7584,8,1,1_duplication
d7609,9,0,0_duplications (super-image complète)
d7618,9,0,0_duplications (super-image complète)
d7623,7,2,2_duplications
d7628,7,2,2_duplications
d7630,4,5,5_duplications
d7633,9,0,0_duplications (super-image complète)
d7636,9,0,0_duplications (super-image complète)
d7637,7,2,2_duplications
d7644,9,0,0_duplications (super-image complète)
d7648,9,0,0_duplications (super-image complète)
d7649,9,0,0_duplications (super-image complète)
d7650,8,1,1_duplication
d7651,7,2,2_duplications
d7656,4,5,5_duplications
d7658,6,3,3_duplications
d7687,9,0,0_duplications (super-image complète)
d7689,9,0,0_duplications (super-image complète)
d7690,9,0,0_duplications (super-image complète)
d7698,8,1,1_duplication
d7701,3,6,6_duplications
d7710,8,1,1_duplication
d7711,5,4,4_duplications
d7713,5,4,4_duplications
d7715,7,2,2_duplications
d7723,8,1,1_duplication
d7725,7,2,2_duplications
d7732,8,1,1_duplication
d7733,9,0,0_duplications (super-image complète)
d7745,9,0,0_duplications (super-image complète)
d7746,5,4,4_duplications
d7752,9,0,0_duplications (super-image complète)
d7753,6,3,3_duplications
d7760,9,0,0_duplications (super-image complète)
d7787,9,0,0_duplications (super-image complète)
d7807,9,0,0_duplications (super-image complète)
d7849,5,4,4_duplications
d7874,9,0,0_duplications (super-image complète)
d7886,8,1,1_duplication
d7893,3,6,6_duplications
d7894,8,1,1_duplication
d7898,9,0,0_duplications (super-image complète)
d7899,6,3,3_duplications
d7900,9,0,0_duplications (super-image complète)
d7902,9,0,0_duplications (super-image complète)
d7909,9,0,0_duplications (super-image complète)
d7964,7,2,2_duplications
d7967,9,0,0_duplications (super-image complète)
d7976,9,0,0_duplications (super-image complète)
d7993,7,2,2_duplications
d84001,3,6,6_duplications
d84003,8,1,1_duplication
d84004,9,0,0_duplications (super-image complète)
d84005,7,2,2_duplications
d84006,5,4,4_duplications
d84007,6,3,3_duplications
d84008,9,0,0_duplications (super-image complète)
d84010,9,0,0_duplications (super-image complète)
d84011,8,1,1_duplication
d84014,8,1,1_duplication
d84016,5,4,4_duplications
d84017,6,3,3_duplications
d84018,6,3,3_duplications
d84019,3,6,6_duplications
d84021,5,4,4_duplications
d84022,4,5,5_duplications
d84024,4,5,5_duplications
d84026,8,1,1_duplication
d84028,5,4,4_duplications
d84029,9,0,0_duplications (super-image complète)
d84030,8,1,1_duplication
d84033,3,6,6_duplications
d84034,7,2,2_duplications
d84035,6,3,3_duplications
d84036,3,6,6_duplications
d84037,3,6,6_duplications
d84038,6,3,3_duplications
d84039,8,1,1_duplication
d84040,7,2,2_duplications
d84041,4,5,5_duplications
d84042,9,0,0_duplications (super-image complète)
d84043,5,4,4_duplications
d84044,6,3,3_duplications
d84045,7,2,2_duplications
d84046,9,0,0_duplications (super-image complète)
d84047,9,0,0_duplications (super-image complète)
d84049,9,0,0_duplications (super-image complète)
d84050,5,4,4_duplications
d84051,6,3,3_duplications
d84052,1,8,8_duplications (9x la même photo)
d84056,7,2,2_duplications
d84058,6,3,3_duplications
d84060,8,1,1_duplication
d84063,7,2,2_duplications
d84064,6,3,3_duplications
d84065,9,0,0_duplications (super-image complète)
d84066,8,1,1_duplication
d84067,9,0,0_duplications (super-image complète)
d84069,6,3,3_duplications
d84070,8,1,1_duplication
d84071,8,1,1_duplication
d84074,7,2,2_duplications
d84075,8,1,1_duplication
d84076,7,2,2_duplications
d84077,7,2,2_duplications
d84079,7,2,2_duplications
d84081,6,3,3_duplications
d84082,7,2,2_duplications
d84083,6,3,3_duplications
d84085,9,0,0_duplications (super-image complète)
d84086,6,3,3_duplications
d84087,5,4,4_duplications
d84088,7,2,2_duplications
d84089,6,3,3_duplications
d84091,4,5,5_duplications
d84093,5,4,4_duplications
d84094,7,2,2_duplications
d84097,3,6,6_duplications
d84099,7,2,2_duplications
d84101,4,5,5_duplications
d84106,5,4,4_duplications
d84107,4,5,5_duplications
d84108,5,4,4_duplications
d84110,6,3,3_duplications
d84111,4,5,5_duplications
d84113,8,1,1_duplication
d84114,5,4,4_duplications
d84116,6,3,3_duplications
d84117,4,5,5_duplications
d84118,5,4,4_duplications
d84119,7,2,2_duplications
d84120,8,1,1_duplication
d84121,5,4,4_duplications
d84123,2,7,7_duplications
d84125,3,6,6_duplications
d84126,5,4,4_duplications
d84127,2,7,7_duplications
d84129,1,8,8_duplications (9x la même photo)
d84132,6,3,3_duplications
d84133,6,3,3_duplications
d84139,9,0,0_duplications (super-image complète)
d84141,7,2,2_duplications
d8601,7,2,2_duplications
d8602,4,5,5_duplications
d8603,9,0,0_duplications (super-image complète)
d8605,9,0,0_duplications (super-image complète)
d8606,8,1,1_duplication
d8608,9,0,0_duplications (super-image complète)
d8609,8,1,1_duplication
d8611,9,0,0_duplications (super-image complète)
d8612,6,3,3_duplications
d8614,7,2,2_duplications
d8617,6,3,3_duplications
d8618,9,0,0_duplications (super-image complète)
d8619,9,0,0_duplications (super-image complète)
d8621,5,4,4_duplications
d8622,9,0,0_duplications (super-image complète)
d8623,7,2,2_duplications
d8624,7,2,2_duplications
d8628,8,1,1_duplication
d8632,9,0,0_duplications (super-image complète)
d8633,9,0,0_duplications (super-image complète)
d8636,9,0,0_duplications (super-image complète)
d8638,9,0,0_duplications (super-image complète)
d8642,8,1,1_duplication
d8643,8,1,1_duplication
d8644,8,1,1_duplication
d8645,8,1,1_duplication
d8646,9,0,0_duplications (super-image complète)
d8647,9,0,0_duplications (super-image complète)
d8648,7,2,2_duplications
d8650,9,0,0_duplications (super-image complète)
d8654,8,1,1_duplication
d8655,9,0,0_duplications (super-image complète)
d8657,9,0,0_duplications (super-image complète)
d8658,5,4,4_duplications
d8661,6,3,3_duplications
d8662,8,1,1_duplication
d8665,5,4,4_duplications
d8666,8,1,1_duplication
d8668,4,5,5_duplications
d8669,9,0,0_duplications (super-image complète)
d8670,7,2,2_duplications
d8673,9,0,0_duplications (super-image complète)
d8681,6,3,3_duplications
d8683,9,0,0_duplications (super-image complète)
d8684,8,1,1_duplication
d8685,3,6,6_duplications
d8686,7,2,2_duplications
d8689,8,1,1_duplication
d8691,9,0,0_duplications (super-image complète)
d8693,9,0,0_duplications (super-image complète)
d8694,7,2,2_duplications
d8695,9,0,0_duplications (super-image complète)
d8699,5,4,4_duplications
d8702,9,0,0_duplications (super-image complète)
d8706,8,1,1_duplication
